order_id,order_date,status,customer_id,email,address,city,state,postalcode,num_watermelons,num_othermelons,subtotal,tax,order_total
2624,05/13/2014,Canceled,390,michelle@meetz.gov,2 Butterfield Trail,Sonoma,KY,87069-9428,96,0,182.25,10.93,201.27
2629,04/30/2014,Out for Delivery,569,jennifer@miboo.gov,9 Fisk Hill,Temecula,NE,25488-9947,67,0,144.75,8.69,168.03
2630,05/13/2014,Out for Delivery,613,melissa@voomm.net,438 John Wall Court,Calistoga,RI,37807-8486,14,0,32.50,1.95,51.37
2636,05/02/2014,Out for Delivery,164,irene@blogtags.info,381 Helena Parkway,Vernon,RI,98777,60,40,367.75,22.06,403.18
2638,05/10/2014,Canceled,180,barbara@youbridge.com,58269 Glacier Hill Center,Eureka,CO,63098,37,9,115.00,6.90,140.49
2639,04/27/2014,Delivered,434,betty@tavu.info,03 Crescent Oaks Road,Hillsborough,ND,72223-0213,24,7,58.43,3.51,71.32
2640,04/23/2014,Processing,773,judith@roomm.com,12 Laurel Place,Montebello,WV,53578-2067,99,0,264.75,15.88,289.26
2643,04/24/2014,Processing,924,irene@flashdog.com,57 Oak Valley Park,Indio,RI,03373,21,0,55.25,3.31,66.91
2644,05/11/2014,Delivered,240,linda@centizu.gov,057 Truax Hill,Vallejo,MA,81356,10,0,22.00,1.32,35.14
2647,05/06/2014,Canceled,82,carolyn@edgeify.net,1372 Lien Street,Selma,NM,36325-8506,165,7,577.75,34.66,626.09
2648,05/20/2014,Delivered,818,ruth@viva.edu,3 Brentwood Circle,Colma,SC,05119-7083,45,0,112.50,6.75,128.72
2650,05/15/2014,Canceled,931,donna@voonder.org,12485 Forest Trail,Corcoran,MT,69992,19,0,54.50,3.27,68.94
2654,05/01/2014,New,249,alice@thoughtbridge.info,4125 Ronald Regan Trail,El Centro,NE,71142-4149,1,0,2.75,0.16,6.54
2655,04/22/2014,Processing,698,jean@yakitri.net,6 Mosinee Park,Hawaiian Gardens,FL,21797,6,0,13.75,0.82,20.08
2657,05/16/2014,Canceled,843,alice@jetpulse.org,20 Westridge Point,Live Oak,SD,66826-4611,13,0,31.25,1.88,37.95
2661,04/22/2014,Canceled,82,carolyn@edgeify.net,1372 Lien Street,Selma,NM,36325-8506,0,3,16.50,0.99,31.58
2664,04/30/2014,New,1,julia@roomm.gov,89 Cody Court,Woodland,FL,29208,5,0,15.00,0.90,33.20
2666,04/29/2014,Processing,461,christina@jaxspan.info,48725 Nancy Way,Oakland,OK,75243,25,0,62.50,3.75,83.56
2667,05/09/2014,Out for Delivery,746,norma@realcube.com,1 Lake View Drive,Bakersfield,IN,93885-1205,32,1,98.75,5.92,124.59
2676,05/09/2014,Delivered,339,marilyn@avavee.net,0864 Doe Crossing Trail,Hawaiian Gardens,WI,20632-5878,99,0,247.75,14.87,271.12
2680,05/13/2014,Out for Delivery,402,nicole@wikibox.net,2 Jay Pass,Mountain View,NH,01600-7284,15,12,74.00,4.44,93.98
2683,04/24/2014,New,108,donna@cogibox.edu,983 Loomis Court,Citrus Heights,SD,40847,177,0,466.25,27.97,504.24
2686,05/02/2014,Canceled,423,christina@quimba.info,9 Walton Crossing,Novato,AK,53280,4,7,34.25,2.05,50.12
2688,05/14/2014,Processing,417,marie@livetube.edu,9857 Bay Plaza,Patterson,KS,71999,6,0,14.50,0.87,34.51
2689,05/07/2014,New,149,maria@thoughtmix.mil,548 Donald Avenue,Fountain Valley,CO,14746,0,3,16.50,0.99,22.51
2691,05/13/2014,Delivered,796,irene@topicstorm.biz,36814 Thierer Center,Gustine,NC,24511-4640,10,0,27.50,1.65,40.04
2698,05/13/2014,Canceled,486,gloria@centimia.biz,20 Linden Avenue,Atherton,MN,91015-2981,71,0,2399.75,143.98,2548.57
2702,04/30/2014,Out for Delivery,827,virginia@oyoloo.biz,9185 Larry Road,Holtville,AZ,33814,61,0,122.00,7.32,139.71
2704,04/25/2014,New,754,katherine@livetube.org,085 Sunbrook Avenue,Beaumont,WI,74217,6,0,24.00,1.44,37.84
2706,05/14/2014,Delivered,104,ruby@demivee.mil,1524 Kedzie Lane,Eureka,NC,29657,20,0,49.00,2.94,67.19
2707,05/13/2014,Canceled,717,heather@meeveo.org,920 Anzinger Trail,Napa,NH,37413,0,3,7.50,0.45,24.91
2716,04/23/2014,Processing,758,elizabeth@quamba.edu,3 Fulton Court,King City,MO,68499,13,15,92.50,5.55,112.05
2717,05/07/2014,Processing,257,barbara@tanoodle.edu,0259 Grasskamp Junction,Ceres,NJ,39014,5,0,10.00,0.60,29.40
2718,05/14/2014,Canceled,752,doris@youbridge.gov,38629 Judy Road,Sand City,VA,13968-0908,7,0,17.50,1.05,27.96
2720,05/09/2014,Delivered,839,kathy@twitterlist.mil,063 Lawn Street,Mendota,SD,55005-6591,117,5,329.25,19.75,364.39
2721,04/23/2014,Delivered,59,tammy@oodoo.info,013 Pawling Circle,San Jose,ID,69843-3784,16,0,42.50,2.55,54.09
2723,05/02/2014,Out for Delivery,471,irene@flipbug.mil,7901 Loomis Hill,Marysville,NJ,53040-7735,4,0,9.00,0.54,27.63
2727,04/30/2014,Out for Delivery,152,jane@photolist.gov,6 Ronald Regan Circle,Escondido,VA,36070,3,0,12.00,0.72,27.26
2732,05/09/2014,Out for Delivery,743,evelyn@gabcube.net,85 Truax Point,Indio,SD,49392-4677,5,0,10.00,0.60,14.47
2734,05/19/2014,Processing,223,kimberly@ailane.net,96 Hazelcrest Plaza,Calistoga,NJ,17519,17,7,55.43,3.33,68.48
2735,05/03/2014,Canceled,594,nicole@voonyx.name,6920 Milwaukee Street,Bell Gardens,NE,34331-5526,9,0,18.50,1.11,36.80
2736,04/22/2014,Out for Delivery,415,sara@fivespan.info,871 Ohio Hill,Soledad,NE,15026,57,0,142.50,8.55,163.52
2741,04/29/2014,Delivered,361,amanda@realmix.com,61304 Parkside Avenue,Carlsbad,WA,45556-1677,4,0,8.00,0.48,18.76
2747,05/06/2014,Processing,149,maria@thoughtmix.mil,541 Chive Trail,Yountville,WI,47247-7541,36,4,131.00,7.86,154.46
2759,05/07/2014,Processing,607,norma@voonyx.gov,503 Waxwing Road,Needles,AL,71552,1,0,4.00,0.24,22.95
2761,05/05/2014,Canceled,685,janet@jetwire.gov,07645 Superior Junction,Richmond,WY,76626,3,0,6.75,0.40,12.24
2762,05/14/2014,Canceled,892,amanda@divape.net,02496 Buena Vista Circle,Woodland,MO,46195,14,0,35.00,2.10,40.77
2767,05/07/2014,Processing,678,irene@photolist.mil,1068 Thompson Lane,Dinuba,ME,55975-1208,2,7,24.50,1.47,31.49
2771,05/14/2014,Processing,24,joan@vinte.info,48 Charing Cross Alley,Ventura,ID,98251-6126,76,0,297.00,17.82,327.27
2773,04/24/2014,Out for Delivery,7,diana@dablist.name,42 Mendota Way,Morro Bay,HI,12672,21,10,95.00,5.70,117.30
2774,04/28/2014,Canceled,168,marie@yadel.mil,426 8th Place,Angels Camp,AZ,41711,11,0,1512.50,90.75,1615.38
2775,05/20/2014,New,807,wanda@zoovu.name,9 Tennyson Alley,Solana Beach,AZ,76582,34,6,125.50,7.53,142.29
2776,04/25/2014,Canceled,143,doris@oyoloo.edu,376 Eagan Trail,Berkeley,SD,14934,36,6,106.69,6.40,126.79
2781,04/28/2014,Processing,188,rebecca@photospace.mil,1375 Canary Trail,Alhambra,MT,95504,0,5,12.50,0.75,32.98
2786,05/10/2014,Out for Delivery,652,mildred@demivee.biz,831 Katie Plaza,Dublin,RI,93977,86,0,216.50,12.99,233.24
2790,04/22/2014,New,577,barbara@tagopia.gov,5836 Union Parkway,Corning,FL,54904-1922,16,0,33.25,1.99,53.79
2794,05/01/2014,Processing,827,virginia@oyoloo.biz,9185 Larry Road,Holtville,AZ,33814,13,35,189.00,11.34,204.80
2795,04/22/2014,Canceled,491,susan@bubblemix.org,29718 Del Sol Junction,Tracy,NE,12632,16,0,42.50,2.55,61.53
2797,05/06/2014,Out for Delivery,569,jennifer@miboo.gov,9 Fisk Hill,Temecula,NE,25488-9947,86,0,222.25,13.33,238.70
2808,05/10/2014,Delivered,350,jean@shufflester.info,7 Valley Edge Place,Imperial Beach,DE,26985,76,0,189.75,11.38,206.63
2809,05/02/2014,Canceled,235,kathy@innojam.edu,6321 Columbus Avenue,Milpitas,CT,82028-9152,10,0,20.00,1.20,31.21
2814,05/14/2014,New,996,melissa@trilia.org,62 Hallows Court,City of Industry,MT,51506-9226,19,0,45.50,2.73,58.22
2815,04/22/2014,Processing,790,angela@rhynyx.gov,51380 Granby Hill,San Juan Capistrano,AL,35162-2959,2,0,5.00,0.30,8.46
2818,04/23/2014,New,353,sara@tagchat.org,0948 Lerdahl Hill,Lemoore,ND,74827-6320,142,0,444.00,26.64,483.97
2819,04/26/2014,Processing,391,frances@voonte.net,732 Buena Vista Pass,Willows,MA,35616,34,66,161.35,9.68,179.96
2822,05/07/2014,Canceled,701,wanda@brightdog.info,0 Novick Parkway,Daly City,MI,23366-8413,15,0,45.50,2.73,58.66
2829,05/07/2014,New,233,phyllis@yabox.info,7482 American Way,Laguna Niguel,NH,90019,102,32,349.25,20.95,377.78
2831,04/28/2014,Out for Delivery,635,judy@skyble.biz,825 Namekagon Street,Piedmont,MO,49969-1992,32,10,99.15,5.95,111.23
2837,04/21/2014,Out for Delivery,997,angela@yakidoo.org,384 Schlimgen Court,Manhattan Beach,OH,55314,18,0,47.25,2.83,61.05
2840,04/21/2014,Delivered,714,sharon@leexo.com,753 Bluestem Road,Inglewood,SD,44173,96,63,469.75,28.18,500.77
2843,05/19/2014,Delivered,643,mildred@gigabox.com,89 Dwight Court,San Jacinto,RI,51324-9031,42,0,134.00,8.04,149.56
2846,05/10/2014,New,400,beverly@lazzy.net,40852 Spaight Crossing,Del Mar,RI,84324,50,44,232.50,13.95,249.42
2848,04/26/2014,Canceled,305,julie@twitterbeat.gov,9426 Drewry Circle,Hesperia,AK,03584-4045,40,0,108.75,6.52,126.73
2849,05/10/2014,New,449,sarah@oyoloo.biz,4 Sutherland Center,East Palo Alto,NC,79819,6,2,16.48,0.99,31.80
2850,04/23/2014,Out for Delivery,71,jacqueline@wordtune.net,48 Green Road,Fillmore,DE,38992-4939,94,4,254.25,15.25,279.82
2853,05/21/2014,Canceled,317,mildred@dynabox.net,92 Springs Hill,Long Beach,MA,00917,29,0,87.00,5.22,112.18
2854,05/19/2014,Processing,894,ashley@twimbo.mil,9147 Bay Lane,Tehama,GA,98393-9436,11,0,28.50,1.71,35.52
2858,04/22/2014,Processing,595,linda@wordify.edu,56 Brown Point,National City,ND,53043-0630,7,0,14.00,0.84,32.50
2864,05/03/2014,Processing,872,debra@reallinks.gov,193 Lakeland Lane,Albany,WV,39039,29,6,117.75,7.06,134.31
2871,05/07/2014,Canceled,994,joan@flashset.info,5341 Dennis Park,Greenfield,SD,96479,9,7,2269.25,136.16,2408.03
2875,04/29/2014,Delivered,24,joan@vinte.info,48 Charing Cross Alley,Ventura,ID,98251-6126,98,50,476.00,28.56,510.77
2880,05/07/2014,Out for Delivery,109,maria@meeveo.org,947 Dakota Center,Atascadero,OR,10781,7,20,103.75,6.22,117.03
2885,04/28/2014,Out for Delivery,721,norma@blogtag.gov,643 West Park,Oakdale,MS,67929-6596,19,0,43.75,2.62,55.11
2886,05/05/2014,New,129,rebecca@oozz.info,86 Northview Drive,Pittsburg,VT,66753,76,8,216.00,12.96,232.05
2890,05/19/2014,Out for Delivery,632,melissa@oyonder.info,0 Thompson Center,Lakeport,ME,58829,17,0,54.50,3.27,70.28
2894,05/12/2014,Out for Delivery,401,carol@brightbean.org,3170 La Follette Circle,Stanton,MS,76314,17,12,56.63,3.40,71.20
2898,05/04/2014,New,569,jennifer@miboo.gov,9 Fisk Hill,Temecula,NE,25488-9947,13,93,217.00,13.02,234.21
2901,05/07/2014,Canceled,714,sharon@leexo.com,09176 Anthes Road,Wasco,MN,90864,17,1,41.50,2.49,63.82
2903,04/22/2014,Canceled,810,joyce@oloo.info,9 Sage Avenue,Bradbury,LA,41492,34,0,79.00,4.74,86.56
2907,05/19/2014,Out for Delivery,720,linda@innojam.edu,3 Rigney Place,Atwater,CT,94284,127,0,343.25,20.59,369.38
2908,05/20/2014,Out for Delivery,262,marilyn@topicstorm.info,5394 Oak Crossing,Monte Sereno,CO,37412-1569,66,42,173.58,10.41,199.60
2913,04/23/2014,Canceled,36,janet@dynazzy.mil,3169 Stuart Avenue,Lake Forest,OR,65225,43,0,374.00,22.44,415.70
2916,05/12/2014,Delivered,698,jean@yakitri.net,6 Mosinee Park,Hawaiian Gardens,FL,21797,7,80,457.50,27.45,496.70
2917,05/14/2014,New,548,sandra@roodel.edu,5971 Waubesa Circle,Ceres,MD,49616,26,0,88.00,5.28,107.21
2920,04/26/2014,Canceled,323,susan@gigaclub.com,52 Stoughton Drive,Shasta Lake,CA,66814,0,1,3.00,0.18,12.66
2923,05/07/2014,Out for Delivery,51,doris@skyndu.info,985 Cody Hill,Clayton,AR,60518,14,0,39.00,2.34,51.05
2928,05/19/2014,Delivered,811,betty@feedmix.mil,14 Coleman Terrace,Mill Valley,IN,58118-6924,80,0,237.00,14.22,263.00
2930,05/12/2014,Delivered,479,kimberly@centidel.org,63180 Prentice Avenue,Grand Terrace,HI,71012-2275,1,0,3.00,0.18,14.53
2932,05/07/2014,Canceled,801,lori@kwideo.gov,10392 Portage Junction,Rancho Cucamonga,PA,88743,34,39,227.75,13.66,248.94
2934,04/28/2014,Processing,898,donna@skinder.edu,01 Katie Terrace,Benicia,UT,21305,89,31,370.00,22.20,407.03
2938,05/14/2014,Delivered,424,annie@fivechat.net,09731 Vahlen Park,Montague,NY,90380,7,0,17.50,1.05,35.92
2939,05/18/2014,Out for Delivery,27,ashley@zoombox.biz,9273 Declaration Circle,Barstow,MO,69831,24,0,60.00,3.60,66.97
2943,05/06/2014,Processing,846,elizabeth@agimba.net,68 Mifflin Street,Live Oak,FL,67552,104,0,309.00,18.54,332.75
2955,05/15/2014,Canceled,31,judith@quinu.mil,68324 Kenwood Way,Yucaipa,MT,71971,15,0,33.50,2.01,44.36
2960,05/17/2014,Processing,633,elizabeth@eamia.gov,831 Haas Circle,San Bernardino,OR,80134-1643,9,69,409.00,24.54,440.77
2961,05/12/2014,Out for Delivery,791,maria@wikizz.net,53 Bobwhite Lane,Firebaugh,TX,49266,86,0,183.00,10.98,201.87
2968,05/20/2014,Out for Delivery,915,sharon@kwideo.gov,238 Burrows Drive,Los Banos,SC,35756-3606,3,0,6.75,0.40,23.25
2969,05/09/2014,Delivered,648,christina@cogilith.edu,49 Paget Alley,Fontana,CO,36570-3958,133,0,314.25,18.86,335.34
2970,04/28/2014,New,535,kelly@yakijo.info,5839 Mandrake Lane,Calistoga,CT,26975-8344,12,2,43.50,2.61,59.46
2984,05/13/2014,Canceled,919,jennifer@latz.biz,085 Prairieview Pass,Dorris,IN,00738-0838,82,0,269.25,16.16,300.00
2987,05/03/2014,New,177,deborah@zooveo.com,87 Rutledge Hill,Rosemead,IN,46973-1277,10,0,30.00,1.80,43.16
2994,05/08/2014,Processing,493,sandra@talane.mil,27 Arizona Parkway,San Rafael,VT,62097,13,9,49.50,2.97,58.85
2998,04/23/2014,New,695,christina@skibox.gov,3142 Di Loreto Trail,La Cañada Flintridge,NM,02870-4455,98,5,257.50,15.45,290.48
3008,04/27/2014,Delivered,352,joyce@skibox.net,8 Logan Plaza,Isleton,NM,79537,101,18,306.25,18.38,327.81
3011,05/07/2014,Processing,8,linda@kazu.edu,87 Spenser Way,Imperial Beach,VA,49827,13,0,29.50,1.77,40.58
3018,04/28/2014,Delivered,81,michelle@feedspan.biz,67852 Nancy Street,Antioch,RI,09545-5028,61,4,157.75,9.46,175.50
3019,05/06/2014,Out for Delivery,256,mildred@quimba.org,6032 1st Plaza,Thousand Oaks,NC,99489-4139,12,0,30.00,1.80,39.46
3022,04/23/2014,Out for Delivery,912,judy@vitz.info,57 Beilfuss Place,Montebello,MO,88184-0260,14,13,113.50,6.81,134.91
3026,05/18/2014,Canceled,440,mildred@buzzbean.com,1298 North Pass,Hanford,NJ,98046-2147,0,53,132.75,7.96,157.03
3027,05/20/2014,Out for Delivery,631,theresa@yodel.gov,3 Goodland Circle,Yreka,KY,51884-4188,14,0,36.00,2.16,57.30
3029,05/21/2014,Processing,247,amanda@youtags.org,0231 Messerschmidt Place,Whittier,AK,36106-5947,50,16,162.66,9.76,189.17
3030,05/08/2014,New,192,debra@trilith.info,3549 Sage Circle,Capitola,MO,30684-5555,27,0,67.50,4.05,76.42
3031,05/11/2014,Processing,918,brenda@vinte.biz,97150 Clyde Gallagher Circle,San Marino,LA,08708,17,0,46.00,2.76,65.28
3032,04/22/2014,Canceled,20,jean@innotype.info,91 Lake View Drive,Paradise,MS,73343,50,20,184.00,11.04,201.65
3036,05/04/2014,Canceled,595,linda@wordify.edu,56 Brown Point,National City,ND,53043-0630,10,17,46.83,2.81,69.34
3045,05/20/2014,Delivered,503,robin@voomm.org,5208 Browning Center,Dorris,NE,59592-7889,5,0,15.00,0.90,18.52
3047,05/01/2014,Delivered,304,lisa@kanoodle.com,06 Oriole Crossing,Manhattan Beach,MS,58269-5745,0,8,30.00,1.80,45.24
3052,04/26/2014,Processing,216,judy@abatz.mil,5 Red Cloud Park,Pomona,MD,00900,15,0,37.50,2.25,59.45
3056,05/19/2014,Processing,91,robin@cogilith.gov,6 Pankratz Terrace,Ripon,GA,10702-0144,6,4,17.46,1.05,32.24
3060,05/09/2014,Out for Delivery,777,annie@voolith.info,820 Stoughton Center,Arcadia,NC,34381,51,8,153.25,9.20,173.94
3066,05/01/2014,Delivered,408,nicole@ailane.edu,389 Pleasure Crossing,Encinitas,IA,92960,10,19,96.25,5.77,108.81
3067,05/05/2014,Canceled,592,tina@fliptune.info,5 Meadow Vale Court,Patterson,PA,00544-5061,70,0,161.75,9.71,184.09
3072,05/10/2014,Out for Delivery,583,joan@skinder.org,96215 Hermina Park,Paramount,FL,21634-0338,10,9,68.50,4.11,83.45
3073,05/14/2014,Out for Delivery,350,jean@shufflester.info,7 Valley Edge Place,Imperial Beach,DE,26985,26,69,133.31,8.00,146.43
3077,04/24/2014,Out for Delivery,901,teresa@browsetype.biz,0 Thackeray Plaza,Perris,FL,97734-6720,2,0,5.00,0.30,17.01
3078,05/13/2014,Delivered,393,stephanie@zoonoodle.biz,629 Manufacturers Court,Hawaiian Gardens,SD,47299-8489,157,40,536.60,32.20,575.67
3083,04/28/2014,Canceled,202,ruby@edgetag.biz,78 Clove Lane,Imperial,IN,81191,45,0,126.00,7.56,151.12
3084,04/30/2014,New,380,rebecca@tambee.info,5 Darwin Point,Orange Cove,ME,31489,8,0,28.00,1.68,40.59
3087,04/22/2014,Canceled,533,teresa@gabcube.gov,90364 Fremont Hill,Diamond Bar,MA,42005,17,68,114.32,6.86,127.56
3093,05/12/2014,Out for Delivery,228,irene@meemm.info,8 Laurel Pass,Rancho Cucamonga,CT,73573,31,0,77.50,4.65,99.62
3095,04/24/2014,Delivered,509,linda@jaloo.org,953 Westerfield Street,Signal Hill,NH,79903-7195,25,4,68.00,4.08,75.20
3097,04/24/2014,Canceled,408,nicole@ailane.edu,07593 Charing Cross Park,Camarillo,SD,72188-1202,66,0,151.00,9.06,173.72
3099,04/24/2014,Processing,566,joyce@tagcat.info,7415 Ramsey Lane,Pacifica,AZ,94484-8107,66,0,134.50,8.07,156.53
3100,04/26/2014,Out for Delivery,594,nicole@voonyx.name,9 Vermont Place,Costa Mesa,WI,58647,36,63,246.50,14.79,273.04
3104,05/06/2014,Processing,694,susan@babbleset.mil,179 Northridge Pass,Cypress,CA,55682,2,0,5.00,0.30,10.78
3113,05/10/2014,Out for Delivery,472,lillian@vimbo.info,6207 Bultman Road,La Habra,ND,74289,15,25,97.00,5.82,121.68
3114,04/22/2014,Out for Delivery,478,theresa@livetube.biz,1 Vernon Park,Alhambra,PA,64020,81,6,239.50,14.37,263.07
3125,05/01/2014,New,343,donna@jumpxs.net,092 Judy Way,Trinidad,UT,84278-6998,9,0,24.75,1.48,30.36
3126,05/18/2014,Out for Delivery,839,kathy@twitterlist.mil,063 Lawn Street,Mendota,SD,55005-6591,14,0,35.00,2.10,45.35
3127,05/09/2014,Processing,919,jennifer@latz.biz,7 Sullivan Alley,Windsor,MN,67153-1017,26,6,100.25,6.01,114.64
3130,04/24/2014,Processing,532,tammy@avamm.info,360 Logan Alley,El Cerrito,RI,33775-2826,53,0,6809.00,408.54,7224.41
3132,05/04/2014,Canceled,446,shirley@voomm.name,9143 Fair Oaks Parkway,South Lake Tahoe,TX,22331-2805,70,0,172.75,10.37,200.34
3133,04/22/2014,Canceled,348,paula@tagfeed.org,9 Killdeer Park,Plymouth,RI,63335,13,0,37.00,2.22,56.83
3135,04/22/2014,Out for Delivery,648,christina@cogilith.edu,8301 Anniversary Circle,Willits,VA,41506-5985,14,7,59.00,3.54,71.15
3137,05/04/2014,New,725,carolyn@youopia.name,2691 Lake View Trail,Woodside,NV,79662,16,0,40.00,2.40,58.53
3140,05/21/2014,Canceled,497,virginia@zoomzone.mil,0921 Express Pass,Yountville,IL,33756-6550,65,8,208.00,12.48,236.39
3144,04/29/2014,New,645,sarah@aibox.name,9126 Luster Parkway,Banning,MN,73338,83,67,273.33,16.40,302.81
3150,05/15/2014,New,658,jane@oyoba.org,9235 Wayridge Hill,Santa Clara,WY,05745,11,0,22.50,1.35,30.95
3159,04/25/2014,Delivered,26,theresa@roomm.biz,7 Susan Road,Madera,SD,30939,12,3,39.22,2.35,51.28
3167,04/28/2014,Processing,419,paula@trilia.mil,850 Forster Circle,Capitola,ND,00028,7,0,17.50,1.05,38.48
3169,05/02/2014,Canceled,219,betty@agimba.net,61 Vidon Center,Healdsburg,UT,09326-3873,2,0,8.50,0.51,22.21
3174,05/08/2014,Canceled,804,heather@jayo.mil,87 Moulton Road,Hanford,UT,46434-8764,92,10,269.90,16.19,298.90
3175,05/01/2014,Canceled,238,robin@pixope.name,06539 Amoth Street,Chowchilla,VA,53668-7501,14,7,56.00,3.36,69.75
3176,04/24/2014,Processing,337,maria@flipopia.biz,82 Grover Hill,Truckee,VT,60914-7564,66,0,168.50,10.11,182.15
3180,04/22/2014,New,20,jean@innotype.info,91 Lake View Drive,Paradise,MS,73343,11,71,103.08,6.18,128.50
3181,04/28/2014,Out for Delivery,644,jane@rhynoodle.com,21690 Hollow Ridge Terrace,Westlake Village,CA,82350-2867,8,0,20.00,1.20,26.07
3193,05/02/2014,New,336,jessica@twinte.net,4920 Redwing Lane,Santa Cruz,SC,82218-9534,82,0,244.50,14.67,269.61
3196,05/04/2014,Out for Delivery,948,gloria@rhyloo.com,5 Debra Center,Sacramento,AZ,31328,6,0,15.00,0.90,32.96
3202,05/08/2014,Processing,190,nicole@youspan.gov,726 Carioca Trail,La Quinta,PA,16784,2,10,61.00,3.66,68.82
3210,05/11/2014,Delivered,65,elizabeth@geba.com,6 Redwing Parkway,Pacifica,NY,98278-3718,7,0,16.25,0.97,28.48
3212,04/30/2014,Canceled,271,amanda@wikizz.info,013 Pennsylvania Plaza,Lake Elsinore,OH,45699,96,0,284.00,17.04,319.31
3218,04/27/2014,Delivered,81,michelle@feedspan.biz,1608 Caliangt Hill,Tulelake,SD,62884,93,0,220.50,13.23,236.83
3231,05/01/2014,Delivered,407,sarah@fivechat.com,0 Goodland Hill,Indian Wells,IL,89949,0,3,2.97,0.18,22.11
3234,04/22/2014,Canceled,428,shirley@skyndu.edu,10234 Fulton Avenue,Santa Fe Springs,CO,00295,9,0,38.25,2.29,50.97
3236,05/17/2014,Processing,967,julia@katz.edu,304 Oak Junction,Rosemead,NH,24284,0,5,10.00,0.60,25.61
3237,05/16/2014,Processing,919,jennifer@latz.biz,085 Prairieview Pass,Dorris,IN,00738-0838,9,0,2004.00,120.24,2131.35
3238,05/14/2014,Processing,812,alice@aimbo.info,10697 Petterle Drive,Orange,HI,62123,73,0,227.00,13.62,249.66
3243,05/01/2014,Delivered,903,anne@oba.org,489 Pearson Road,National City,NC,81666-2293,22,9,75.25,4.51,99.17
3245,05/14/2014,Canceled,267,helen@wikivu.info,8 Veith Drive,Riverside,ME,14898,32,0,94.00,5.64,116.02
3251,05/07/2014,Canceled,349,rachel@janyx.com,49 Basil Alley,South El Monte,WY,42846-9617,23,0,52.00,3.12,73.76
3252,05/08/2014,Delivered,267,helen@wikivu.info,24 Cardinal Street,Torrance,KS,79412,89,0,220.50,13.23,237.88
3254,05/17/2014,Delivered,370,emily@oyope.org,14352 Duke Circle,Moorpark,AK,18016-6266,50,0,144.50,8.67,161.69
3262,04/28/2014,Delivered,640,phyllis@jaxworks.info,27 Arrowood Point,Calabasas,MI,29086,22,0,50.50,3.03,63.45
3266,05/14/2014,Out for Delivery,627,cheryl@trilith.gov,20397 Harper Terrace,San Gabriel,DE,91607,78,0,160.50,9.63,186.20
3268,05/19/2014,Delivered,614,angela@youbridge.name,72893 Tennessee Junction,Sacramento,KY,24804-8557,12,6,53.75,3.23,64.59
3271,05/02/2014,Out for Delivery,997,angela@yakidoo.org,384 Schlimgen Court,Manhattan Beach,OH,55314,25,0,64.00,3.84,86.41
3272,05/06/2014,Canceled,670,annie@rhybox.org,98063 Kinsman Terrace,Pismo Beach,LA,83049-4723,8,0,22.00,1.32,27.71
3275,05/18/2014,Out for Delivery,104,ruby@demivee.mil,1524 Kedzie Lane,Eureka,NC,29657,30,0,96.25,5.77,107.21
3276,05/01/2014,Delivered,202,ruby@edgetag.biz,78 Clove Lane,Imperial,IN,81191,104,0,1475.00,88.50,1566.82
3280,05/02/2014,Canceled,245,theresa@skyba.mil,470 Linden Way,Big Bear Lake,ME,88043-6554,15,0,52.25,3.13,64.58
3281,05/09/2014,Delivered,892,amanda@divape.net,02496 Buena Vista Circle,Woodland,MO,46195,70,7,173.50,10.41,192.52
3283,05/05/2014,Out for Delivery,926,ann@voonix.net,694 Scott Trail,Fresno,RI,05843-0833,20,4,60.00,3.60,73.76
3284,04/25/2014,Out for Delivery,89,lillian@wordtune.edu,52 Towne Avenue,Alturas,RI,46964,0,6,5.94,0.36,18.86
3290,05/08/2014,Canceled,54,sandra@topiclounge.info,03 1st Hill,Roseville,IL,50417-4690,1,29,31.71,1.90,48.72
3295,04/26/2014,Out for Delivery,502,paula@quaxo.edu,607 Duke Plaza,Shasta Lake,AZ,14801-0078,15,0,47.25,2.83,55.95
3296,04/29/2014,Processing,484,cheryl@linktype.net,6 Southridge Terrace,Apple Valley,SD,86997,14,0,39.25,2.35,44.05
3299,05/16/2014,Canceled,428,shirley@skyndu.edu,10234 Fulton Avenue,Santa Fe Springs,CO,00295,6,0,15.00,0.90,34.13
3300,05/10/2014,Canceled,192,debra@trilith.info,7 Ryan Street,Huntington Beach,NE,15179-0234,11,0,25.00,1.50,29.88
3301,05/02/2014,Delivered,871,anne@linktype.info,37 Moulton Way,Cathedral City,IN,70117,10,0,25.00,1.50,28.71
3302,05/21/2014,Out for Delivery,395,debra@zoombeat.info,1328 Buell Trail,Palos Verdes Estates,IN,93128-0275,0,2,1.98,0.12,16.43
3305,05/18/2014,Delivered,912,judy@vitz.info,5024 Sheridan Court,Elk Grove,TX,57739-3517,7,5,23.95,1.44,28.19
3310,05/12/2014,Processing,337,maria@flipopia.biz,97 Waxwing Center,Dos Palos,HI,88244,22,0,45.25,2.71,52.39
3311,04/23/2014,New,811,betty@feedmix.mil,14 Coleman Terrace,Mill Valley,IN,58118-6924,4,7,28.50,1.71,43.41
3317,05/14/2014,Processing,192,debra@trilith.info,7 Ryan Street,Huntington Beach,NE,15179-0234,15,0,45.50,2.73,53.58
3319,05/05/2014,Out for Delivery,600,ruby@rhynoodle.org,12805 Hooker Hill,Fort Jones,NV,61648,0,1,2.00,0.12,17.85
