Kathleen Owens,30.62,7
Mildred White,63.87,15
Gloria Mason,98.39,34
Kathryn Ramos,63.72,14
Christine Andrews,25.75,4
Kelly Peterson,87.11,21
Annie Hamilton,207.85,72
Dorothy Moreno,70.05,22
Gloria Alexander,20.19,5
Christina Fields,51.76,20
Ann Taylor,45.28,15
Jean Moore,174.68,76
Kathryn Murray,70.01,22
Julia Cunningham,158.05,62
Rebecca Dixon,93.70,27
Rebecca Dixon,16.95,3
Mildred Vasquez,171.74,57
Ashley Jordan,173.93,88
Judith Miller,455.83,106
Joan Allen,14.80,4
Joan Allen,78.79,20
Shirley Jacobs,62.28,19
Kimberly Chavez,5.43,1
Judith Perry,2284.12,123
Jean Ellis,80.33,25
Lori Hunter,78.34,25
Nicole Gomez,74.51,16
Stephanie Vasquez,264.63,90
Susan Garcia,53.09,18
Marilyn Wallace,181.80,60
Amanda Anderson,51.36,16
Kathy Dunn,335.52,20
Sandra Robertson,7.96,2
Joyce Berry,700.13,229
Brenda Stephens,108.76,37
Frances Wagner,84.02,30
Doris Miller,11.00,1
Brenda Hansen,85.01,25
Rebecca Patterson,186.23,69
Rachel Graham,77.15,17
Michelle Mitchell,223.88,74
Cheryl Moreno,33.10,9
Keith Little,41.35,10
Dorothy Reyes,70.96,19
Joan Allen,84.42,21
Christina Johnston,201.34,72
Janice Diaz,54.60,9
Robin Myers,25.42,7
Jennifer Banks,23.29,2
Ruby Reid,118.22,29
Debra Perez,11.95,3
Anna Parker,267.05,88
Lisa Anderson,73.14,14
Joyce Berry,293.31,94
Amy Burns,202.05,63
Janet Pierce,38.61,11
Michelle Snyder,36.74,18
Nancy Mason,214.94,87
Amanda Anderson,68.67,23
Karen Robinson,36.96,18
Kathy Day,1613.46,12
Jennifer Mills,41.99,12
Gloria Alexander,73.19,23
Helen Palmer,456.81,164
Helen Palmer,36.39,9
Jean Bryant,41.00,11
Amanda Anderson,288.04,119
Phyllis Henry,101.56,37
Helen Palmer,78.18,27
Judith Lane,325.14,20
Kelly Peterson,46.59,10
Andrea Dunn,69.12,21
Christine Ruiz,72.37,23
Diana Knight,36.90,9
Amy Snyder,133.04,21
Norma Reid,459.59,174
Janice West,35.82,9
Margaret Ross,46.74,12
Stephanie Vasquez,154.80,51
Marilyn Ellis,301.08,89
Julia Cunningham,573.30,185
Ashley Reid,106.59,36
Michelle Mitchell,681.55,53
Mary Burns,46.02,18
Helen Nelson,16.31,1
Lisa Anderson,140.30,34
Amy Snyder,221.77,86
Michelle Murray,18.21,1
Michelle Murray,237.83,68
Jacqueline Sullivan,22.43,4
Sandra Moore,38.85,8
Kimberly Chavez,132.03,44
Katherine Hart,1791.04,84
Brenda Daniels,308.75,102
Jacqueline Freeman,68.04,17
Barbara Johnston,259.26,95
Kathleen Hudson,188.11,39
Karen Pierce,80.15,28
Denise Parker,72.34,22
Diana George,31.56,10
Doris Miller,211.65,76
Michael Jacobs,65.86,40
Doris Kim,1343.55,12
Gloria Wells,313.52,110
Frances Wagner,39.42,11
Ruby Reid,56.83,16
Kathy Dunn,37.46,12
Angela Hudson,300.51,107
Cynthia Simpson,72.22,21
Christine Turner,36.94,15
Brenda Hansen,139.14,49
Lisa Hanson,89.95,27
Amanda Hamilton,116.86,42
Mary Fox,66.31,24
Nicole Sanchez,218.16,137
Gloria Hart,297.13,93
Mildred Vasquez,45.19,11
Paula Nguyen,199.70,74
Angela Sanchez,27.95,5
Sharon Cook,11.52,1
Bonnie Clark,63.64,20
Donna Dixon,271.24,87
Jean Hunter,398.54,121
Sandra Fox,44.40,12
Dorothy Moreno,106.01,26
Christine Morgan,138.62,49
Jennifer Johnston,79.28,18
Lisa Turner,53.36,20
Stephanie Vasquez,51.52,17
Jennifer Johnston,174.89,57
Amanda Hamilton,2137.39,10
Jennifer Gilbert,233.80,104
Karen Pierce,31.15,10
Mildred Vasquez,21.73,5
Jessica Elliott,107.41,43
Julia Cunningham,144.54,65
Michelle Murray,43.81,10
Jennifer Banks,175.64,67
Jessica Reynolds,17.05,4
Evelyn Watkins,93.15,32
Barbara Perkins,24.21,5
Diana George,41.41,9
Mildred James,26.04,3
Christine Ruiz,315.63,98
Mary Burns,84.47,32
Anna Stevens,32.01,10
Kathryn Ramos,24.22,5
Nicole Hayes,1877.55,12
Sandra Robertson,58.08,19
Betty Romero,71.55,23
Jennifer Wright,20.26,3
Debra Perez,92.92,32
Jessica Wagner,344.25,106
Marilyn Alvarez,70.79,20
Gloria Wells,41.79,10
Rebecca Dixon,3490.03,34
Kathleen Dunn,232.75,102
Kelly Peterson,1371.87,16
Maria Marshall,92.80,27
Andrea Austin,27.48,4
Cynthia Simpson,496.15,167
Rose Fowler,30.59,7
Lois Frazier,96.26,27
Joan Stephens,261.59,90
Dorothy Mills,567.70,14
Mary Schmidt,30.42,7
Robin Price,267.94,113
Rose Fowler,2920.62,77
Michael Jacobs,27.82,6
Emily Alexander,48.12,14
Janice Diaz,14.28,6
Paula Elliott,209.99,52
Virginia Hansen,139.20,46
Judith Miller,55.38,18
Rachel Garcia,4271.27,23
Shirley Jacobs,163.74,68
Mildred White,30.58,7
Michelle Mitchell,82.67,29
Bonnie Elliott,125.74,96
Diana Spencer,80.74,33
Gloria Burke,193.15,55
Denise Parker,278.63,101
Jessica Elliott,154.55,57
Ashley Hughes,46.50,14
Linda Carr,65.28,18
Mary Fox,181.92,57
Phyllis Henry,15.44,3
Wanda Green,48.79,10
Virginia Hansen,114.96,37
Alice Frazier,32.79,10
Heather Watson,100.62,26
Ruth Graham,64.56,17
Dorothy Wood,75.60,33
Marilyn Alvarez,23.96,9
Christina Olson,80.63,24
Joyce Berry,54.21,20
Amanda Anderson,77.39,26
Lois Dunn,268.90,97
Kathleen Hudson,54.51,16
Lois Dunn,221.28,88
Rebecca Dixon,148.49,41
Maria Marshall,76.12,24
Maria Berry,24.63,8
Bonnie Clark,20.36,7
Ann Smith,86.41,25
Janet Pierce,22.23,6
Catherine Myers,40.75,8
Christine Andrews,70.70,24
Christina Olson,51.88,16
Doris Miller,57.81,22
Kathleen Dunn,52.24,20
Maria Berry,77.13,17
Susan Reynolds,48.59,16
Dorothy Reyes,37.62,9
Doris Kim,108.01,36
Cynthia Simpson,48.31,11
Louise Thomas,42.11,17
Jacqueline Freeman,130.91,52
Barbara Perkins,46.80,18
Judith Lane,39.40,14
Maria Marshall,33.32,6
Brenda Daniels,101.22,29
Katherine Lane,99.29,31
Susan Garcia,103.52,35
Robin Myers,289.66,85
Katherine Lane,66.80,20
Louise Woods,68.16,30
Barbara Harrison,26.90,12
Christina Olson,48.25,23
Rebecca Patterson,4.79,1
Louise Thomas,18.29,1
Katherine Lane,41.23,8
Doris Miller,182.57,84
Denise Parker,24.50,5
Keith Little,971.57,65
Diana Stewart,38.82,8
Ann Butler,60.84,19
Carol Payne,89.06,50
Marilyn Alvarez,72.10,18
Susan Reynolds,425.25,143
Dorothy Mills,237.66,80
Christina Fields,68.57,22
Linda Gonzalez,34.98,10
Jennifer Johnston,249.65,92
Barbara Perkins,39.53,9
Diana George,62.70,21
Kathleen Owens,11.99,5
Janice Young,104.90,35
Lois Dunn,74.80,20
Susan West,68.18,19
Carolyn Reyes,69.75,23
Rebecca Patterson,118.50,34
Jessica Wagner,20.50,5
Christina Fields,38.65,8
Nicole Martin,136.65,49
Judy Gonzalez,163.34,51
Katherine Lane,227.92,75
Annie Hamilton,52.11,15
Ashley Hughes,125.31,43
Marilyn Wallace,455.55,156
Jean Moore,154.47,51
Nicole Gomez,89.74,30
Nicole Sanchez,155.90,45
Kathryn Ramos,114.10,32
Ann Smith,48.55,11
Virginia Hansen,296.62,99
Mildred White,50.45,19
Kathryn Ramos,262.25,62
Kathryn Murray,49.28,13
Kathy Dunn,46.17,9
Shirley Jacobs,61.34,18
Susan Reynolds,294.66,84
Doris Miller,390.76,150
Virginia Lee,241.07,98
Janet Ellis,46.23,12
Janet Schmidt,412.00,146
Anna Parker,89.70,27
Brenda Stephens,24.57,2
Frances Wagner,308.03,126
Brenda Daniels,154.93,50
Carol Clark,285.63,106
Janet Schmidt,220.34,61
Christina Johnston,103.65,28
Rose Thompson,58.52,18
Sharon Murray,79.19,23
Lisa Turner,172.11,76
Amanda Anderson,2179.35,30
Mary Burton,172.56,61
Doris Kim,64.50,23
Sharon Cook,78.02,23
Gloria Wells,261.12,88
Marilyn Alvarez,30.81,8
Gloria Alexander,87.88,27
Shirley Reed,271.01,83
Mary Burns,32.97,9
Lori Hunter,111.60,48
Heather Watson,167.41,67
Angela Hudson,236.45,82
Ann Butler,92.00,28
Ruth Arnold,376.58,126
Jessica Elliott,48.01,9
Diane Bryant,21.69,9
Ruth Arnold,781.31,105
Janice Diaz,79.58,24
Diana Mason,15.92,2
Debra Perez,21.96,7
Joan Allen,77.35,21
Susan Garcia,52.75,14
Kathryn Murray,35.37,14
Jessica Reynolds,144.91,42
Rose Morrison,59.74,18
Virginia Lee,312.78,80
Barbara Johnston,157.46,52
Janice Young,556.41,165
Margaret Larson,27.08,4
Cheryl Reynolds,33.32,6
Jessica Wagner,131.68,57
Helen Nelson,246.15,86
Helen Mason,41.56,15
Jean Moore,44.44,11
Ann Butler,27.93,7
Julia Cunningham,157.32,53
Marilyn Alvarez,323.74,115
Catherine Myers,24.84,7
Gloria Hart,160.49,53
Ashley Reid,522.74,179
Janice Young,131.46,58
Rose Morrison,116.50,37
Diane Bryant,31.11,5
Shirley Richards,303.83,109
Donna Harper,25.32,5
Dorothy Kelly,93.29,22
Ruby Reid,42.35,8
Paula Nguyen,854.00,16
Evelyn Watkins,186.75,56
Susan Garcia,258.49,91
Keith Little,28.48,8
Virginia Hansen,50.52,11
Heather Watson,293.35,120
Denise Parker,220.71,95
Michelle Murray,472.70,168
Rachel Garcia,38.70,8
Cheryl Reynolds,67.57,16
Ruby Lawson,23.62,10
Diane Ramos,45.44,7
Jessica Wagner,52.78,17
Christine Turner,87.45,29
Denise Parker,573.71,15
Catherine Myers,211.45,81
Shirley Jacobs,82.91,31
Jennifer Gilbert,27.78,13
Kimberly Chavez,19.43,6
Brenda Gibson,77.94,18
Rose Thompson,138.58,34
Ashley Griffin,54.59,8
Rebecca Adams,60.86,32
Brenda Gibson,19.69,2
Lillian Alexander,207.34,64
Janice Young,17.68,3
Jessica Elliott,73.19,22
Mildred Robinson,24.73,3
Sandra Butler,105.10,37
Jean Bryant,396.48,126
Jean Ellis,94.44,29
Susan Garcia,47.72,13
Louise Gray,29.18,8
Susan West,48.26,15
Ann Taylor,16.79,6
Lori Harrison,347.25,113
Mildred Vasquez,258.73,92
Michelle Mitchell,1416.36,32
Shirley Reed,225.96,76
Evelyn Watkins,102.59,35
Julia Phillips,37.52,7
Ann Smith,20.82,3
Jean Hunter,242.55,108
Theresa Austin,47.37,10
Debra Walker,103.85,41
Rachel Warren,138.57,47
Donna Harper,579.50,15
Brenda Hansen,52.39,15
Laura James,46.67,10
Mary Burton,42.88,10
Maria Berry,40.36,12
Patricia Gardner,65.69,24
Jean Ellis,89.27,24
Patricia Gardner,310.34,97
Emily Alexander,90.58,28
Bonnie Elliott,115.22,39
Mildred Vasquez,50.06,16
Gloria Alexander,49.59,15
Joyce Berry,14.84,4
Virginia Lee,595.02,24
Kathryn Murray,34.97,4
Diane Bryant,86.65,31
Carolyn Reyes,12.63,4
Amanda Hamilton,196.47,68
Diana Spencer,50.25,13
Rachel Garcia,88.91,24
Judith Foster,160.14,51
Laura Chapman,359.39,116
Debra Perez,253.92,95
Janet Schmidt,107.89,35
Andrea Austin,232.26,117
Rebecca Griffin,34.99,8
Diana George,44.97,16
Christine Morgan,41.21,10
Rose Thompson,285.63,59
Rebecca Adams,154.51,55
Marie Johnston,415.25,150
Janice Young,55.91,13
Nancy Mason,54.29,22
Jean Ellis,124.02,39
Robin Myers,109.16,42
Kimberly Harper,92.28,34
Linda Gonzalez,1948.54,36
Mary Schmidt,230.28,79
Kathy Day,11.62,1
Brenda Daniels,199.42,89
Amanda Richardson,89.54,64
Susan West,74.44,18
Lori Hunter,205.81,70
Phyllis Ryan,382.60,134
Kathleen Owens,43.22,8
Katherine Lane,54.36,16
Kelly Fowler,146.62,55
Mary Schmidt,110.36,44
Ann Simpson,30.91,9
Anna Pierce,86.62,32
Nicole Gomez,274.29,99
Christina Johnston,205.92,63
Barbara Perkins,219.03,97
Dorothy Wood,220.35,73
Virginia Lee,70.38,20
Barbara Perkins,151.02,46
Marie Williamson,41.98,15
Katherine Lane,42.03,13
Mary Burton,116.01,80
Judith Miller,407.90,145
Amanda Hamilton,42.24,16
Denise Parker,88.23,23
Diane Ramos,281.46,97
Lisa Rice,50.90,18
Emily Alexander,70.52,18
Evelyn Watkins,96.66,26
Kelly Fowler,25.78,4
Louise Willis,80.20,23
Joyce Berry,46.91,9
Gloria Wells,44.64,11
Barbara Vasquez,44.24,18
Ruby Fox,271.67,138
Marilyn Ellis,140.75,41
Maria Berry,1248.53,71
Virginia Hansen,43.94,9
Susan Reynolds,28.88,5
Ashley Hughes,74.07,25
Julia Phillips,56.42,18
Julia Mendoza,96.65,30
Emily Alexander,37.20,9
Frances Wagner,69.14,26
Cynthia Simpson,21735.35,82
Mildred Vasquez,38.62,13
Rebecca Patterson,41.20,9
Nancy Burns,206.73,78
Sandra Robertson,138.62,47
Robin Myers,9.57,1
Rebecca Griffin,85.95,25
Mary Fox,17.91,1
Carol Payne,46.52,11
Dorothy Mills,142.28,67
Judith Foster,250.70,88
Catherine Myers,36.19,10
Andrea Austin,84.90,21
Janet Ellis,262.71,62
Dorothy Wood,11432.15,55
Ruby Lawson,47.65,17
Mildred White,47.69,16
Rachel Warren,255.88,86
Phyllis Henry,354.72,119
Christina Johnston,480.50,91
Shirley Jacobs,72.98,13
Linda Gonzalez,174.26,60
Barbara Johnston,17.78,3
Janice Young,10.58,1
Diane Ramos,123.14,38
Diana Stewart,67.95,23
Diana Mason,90.01,31
Margaret Ross,38.30,10
Kimberly Chavez,87.60,31
Louise Thomas,100.19,27
Ann Butler,181.65,58
Mildred Holmes,191.97,59
Joan Allen,321.46,115
Margaret Larson,45.04,12
Dorothy Wood,23.85,10
Rose Morrison,26.34,6
Maria Marshall,489.72,195
Amy Burns,338.60,129
Diana Stewart,21.03,6
Lisa Anderson,86.00,40
Phyllis Henry,40.03,9
Mildred White,154.38,56
Denise Parker,224.85,76
Julia Cunningham,17.86,5
Jean Bryant,29.15,8
Janet Pierce,77.46,22
Donna Dixon,20.63,4
Susan Reynolds,69.18,20
Theresa Austin,27.37,9
Linda Mendoza,41.26,12
Paula Nguyen,210.45,77
Jennifer Mills,210.19,76
Angela Sanchez,258.60,101
Maria Marshall,51.51,9
Rebecca Hudson,51.16,20
Dorothy Wood,135.88,35
Judith Miller,178.74,64
Julia Phillips,63.30,26
Debra Perez,24.29,5
Ann Smith,62.08,20
Rebecca Adams,98.63,28
Judy Gonzalez,174.88,54
Phyllis Henry,300.96,111
Tina Arnold,372.94,125
Emily Alexander,52.80,15
Theresa Peters,232.22,78
Dorothy Wood,32.73,7
Jennifer Wright,46.55,14
Jacqueline Freeman,36.82,10
Susan Garcia,194.14,86
Helen Nelson,324.32,95
Jacqueline Freeman,42.81,9
Louise Willis,128.78,33
Shirley Richards,95.15,30
Kimberly Chavez,64.57,28
Christine Turner,58.81,23
Gloria Burke,22.00,6
Jennifer Banks,51.89,14
Janice Young,59.20,21
Jessica Reynolds,271.35,88
Rebecca Patterson,251.58,124
Julia Phillips,67.44,20
Barbara Vasquez,104.78,27
Julia Cunningham,210.78,73
Karen Pierce,108.24,24
Laura Chapman,234.42,72
Emily Alexander,118.56,33
Nicole Perkins,36.69,16
Amanda Hamilton,78.60,24
Jean Hunter,110.14,38
Michelle Mitchell,77.69,27
Rachel Warren,225.07,59
Judith Miller,54.05,15
Jessica Wagner,244.72,80
Bonnie Clark,21.14,8
Dorothy Mills,48.68,15
Lori Hunter,255.60,113
Michelle Freeman,106.87,29
Joyce Berry,20.70,3
Michelle Thompson,176.28,39
Laura Chapman,286.39,90
Theresa Austin,92.40,25
Amy Burns,15.68,1
Marilyn Ellis,85.36,35
Michelle Snyder,174.87,73
Ashley Reid,48.57,14
Andrea Austin,70.16,22
Rachel Warren,29.02,7
Karen Pierce,51.88,15
Sharon Murray,33.41,5
Diane Mccoy,32.91,8
Amanda Anderson,36.56,11
Angela Sanchez,174.04,60
Emily Alexander,27.67,10
Diana Knight,95.48,31
Rebecca Griffin,327.20,94
Rebecca Adams,59.12,18
Janet Schmidt,27.87,4
Christina Olson,25.50,6
Jean Bryant,107.24,36
Lisa Anderson,144.15,45
Amy Burns,113.52,30
Kelly Peterson,13.26,4
Rose Morrison,72.88,20
Julie Thomas,1871.09,7
Rachel Graham,194.79,69
Cheryl Reynolds,335.41,120
Jennifer Johnston,402.51,152
Gloria Alexander,52.56,17
Janet Pierce,1177.96,43
Mary Fox,70.05,22
Rose Thompson,74.90,20
Ruth Arnold,303.14,60
Laura Chapman,65.39,20
Rose Morrison,38.77,8
Gloria Wells,31.00,11
Frances Wagner,121.94,43
Diane Mccoy,114.96,35
Rebecca Hudson,38.79,9
Jennifer Banks,137.79,49
Virginia Hansen,44.52,14
Christine Turner,17.14,5
Ruth Arnold,272.97,96
Ann Taylor,210.22,86
Jessica Reynolds,141.65,46
Cynthia Simpson,33.79,9
Mildred James,167.49,63
Nicole Sanchez,29.08,9
Lillian Alexander,101.19,41
Julia Mendoza,11.77,1
Janet Schmidt,152.30,61
Ann Jacobs,72.81,16
Dorothy Mills,17.84,7
Jennifer Mills,20.46,3
Phyllis Ryan,40.47,7
Shirley Jacobs,396.41,157
Carol Payne,9.22,1
Janet Pierce,69.72,18
Annie Hamilton,35.79,14
Anna Parker,51.54,16
Kathryn Ramos,79.77,16
Maria Berry,29.05,5
Andrea Dunn,18.42,1
Christine Gomez,119.63,41
Ashley Hughes,137.48,48
Sandra Butler,68.05,15
Rachel Garcia,311.20,107
Lisa Hanson,134.97,48
Donna Bennett,114.77,26
Amy Snyder,82.53,24
Helen Nelson,14.27,1
Michelle Snyder,86.13,31
Anna Stevens,97.53,27
Katherine Lane,286.86,5
Heather Watson,104.00,31
Sharon Murray,83.47,23
Cynthia Simpson,167.81,61
Lisa Rice,25629.46,162
Barbara Johnston,29.28,8
Barbara Wagner,340.08,112
Barbara Perkins,28.90,10
Kathryn Murray,49.52,10
Rebecca Dixon,89.51,31
Ashley Jordan,73.97,24
Jean Moore,39.46,12
Kathy Day,98.24,67
Lillian Griffin,2707.21,31
Susan Garcia,94.60,33
Wanda Green,84.95,24
Joyce Berry,387.39,145
Jacqueline Sullivan,107.22,35
Michelle Snyder,61.30,22
Ashley Griffin,72.13,27
Ann Jacobs,112.82,52
Karen Robinson,191.76,64
Ashley Griffin,221.18,97
Marie Johnston,31.10,9
Ruth Arnold,12.82,5
Mildred White,254.56,93
Dorothy Mills,17.81,3
Diane Bryant,280.36,115
Mary Burton,27.70,7
Kathleen Dunn,343.45,122
Dorothy Wood,245.75,89
Ruby Lawson,140.10,43
Nicole Sanchez,121.39,34
Martha Reid,17.13,3
Helen Mason,69.19,25
Marilyn Wallace,161.06,65
Shirley Reed,515.16,178
Frances Wagner,2554.64,76
Marilyn Alvarez,50.56,26
Heather Watson,18.13,4
Rachel Garcia,67.88,25
Sandra Butler,521.44,175
Marilyn Wallace,103.22,37
Kathy Dunn,22.73,2
Virginia Hansen,2146.38,17
Frances Wagner,59.22,23
Andrea Dunn,54.02,13
Shirley Richards,34.40,10
Diane Bryant,58.68,25
Tammy Butler,102.13,23
Karen Robinson,104.56,35
Martha Reid,66.25,18
Katherine Hart,45.24,11
Christine Andrews,99.89,21
Louise Gray,49.26,17
Louise Gray,44.25,14
Norma Reid,310.25,106
Michelle Freeman,446.31,100
Frances Wagner,83.25,28
Diane Bryant,89.97,26
Anna Stevens,53.83,8
Barbara Ellis,32.89,16
Ann Jacobs,77.73,17
Ashley Reid,126.97,45
Catherine Ross,44.39,22
Amanda Anderson,95.11,37
Barbara Ellis,67.00,12
Brenda Hansen,91.92,23
Andrea Dunn,72.20,20
Anna Pierce,56.15,16
Linda Carr,150.58,60
Ruby Lawson,175.23,60
Anna Parker,68.27,23
Rebecca Dixon,237.70,74
Kathleen Owens,97.08,34
Susan Reynolds,109.47,34
Helen Mason,172.65,59
Carolyn Reyes,171.92,63
Diane Ramos,56.03,17
Emily Alexander,24.23,9
Dorothy Reyes,534.59,2
Carol Clark,89.80,25
Christina Olson,122.44,39
Andrea Dunn,195.01,61
Louise Thomas,37.49,11
Doris Kim,243.84,61
Donna Dixon,61.65,20
Julia Cunningham,147.18,50
Beverly George,45.95,7
Lillian Griffin,78.14,26
Catherine Ross,64.50,18
Judith Miller,79.79,47
Janet Pierce,64.97,28
Betty Woods,402.61,133
Linda Gonzalez,63.98,24
Anna Stevens,26.17,5
Joyce Berry,220.08,98
Ruby Fox,252.58,78
Heather Watson,30.59,8
Paula Nguyen,118.56,49
Michelle Thompson,29.41,9
Rose Morrison,283.24,129
Angela Hudson,312.22,106
Gloria Alexander,31.88,11
Rose Morrison,38.59,13
Amy Burns,17.90,3
Linda Carr,17.83,4
Karen Robinson,199.26,72
Marilyn Wallace,227.74,84
Barbara Wagner,43.37,10
Cheryl Reynolds,183.54,76
Michelle Freeman,96.04,32
Marilyn Alvarez,20.16,6
Louise Woods,302.10,106
Jean Hunter,65.46,21
Mildred Holmes,417.98,117
Jennifer Johnston,69.18,20
Kathleen Hudson,24.72,3
Barbara Wagner,68.71,20
Gloria Wells,87.55,28
Lisa Hanson,388.81,116
Kathryn Ramos,287.60,106
Nancy Mason,33.66,11
Robin Myers,204.64,74
Annie Hamilton,53.63,11
Catherine Myers,61.64,19
Beverly George,60.56,17
Jennifer Wright,27.06,3
Marilyn Ellis,53.58,18
Jennifer Johnston,51.16,10
Laura James,17.43,2
Nicole Hayes,37.89,6
Marilyn Alvarez,365.54,110
Lillian Alexander,28.96,7
Phyllis Henry,40.50,13
Shirley Reed,255.60,91
Michelle Thompson,160.93,66
Jennifer Johnston,2189.81,26
Jacqueline Freeman,103.27,32
Judith Foster,413.93,135
Diana Knight,58.95,22
Sharon Cook,149.48,39
Linda Gonzalez,17.71,5
Carolyn Reyes,33.57,9
Rachel Graham,505.38,170
Jean Hunter,95.68,27
Jennifer Banks,36.66,13
Jennifer Banks,82.06,30
Theresa Austin,118.84,35
Ann Taylor,30.97,11
Beverly George,385.26,135
Catherine Ross,73.87,29
Judy Patterson,7.79,1
Nancy Burns,47.55,15
Linda Gonzalez,38.77,11
Wanda Hernandez,73.39,21
Alice Frazier,341.92,89
Mildred Holmes,270.84,100
Brenda Daniels,116.73,36
Mildred Vasquez,57.37,13
Norma Reid,38.46,17
Nicole Sanchez,124.37,43
Ann Taylor,126.91,45
Sandra Fox,12.20,4
Barbara Johnston,50.16,16
Paula Nguyen,98.43,31
Mildred Holmes,39.29,17
Gloria Mason,24.05,6
Linda Mendoza,202.80,69
Jessica Elliott,30.01,8
Brenda Gibson,82.81,18
Virginia Hansen,36.07,12
Diana Stewart,83.58,29
Joyce Berry,272.05,86
Louise Thomas,21675.65,147
Amy Burns,141.88,51
Nicole Perkins,97.13,29
Brenda Daniels,286.48,103
Dorothy Kelly,87.50,22
Christine Turner,20.79,7
Diana Knight,309.61,94
Debra Perez,15.13,3
Mildred White,74.80,24
Marie Peters,50.14,13
Emily Alexander,36.99,10
Jacqueline Freeman,69.40,18
Jacqueline Sullivan,258.35,94
Lisa Anderson,39.52,13
Marie Taylor,175.08,79
Christine Morgan,50.51,15
Sandra Robertson,147.49,48
Rachel Garcia,174.90,53
Jessica Wagner,35.65,8
Gloria Mason,356.91,88
Nicole Gomez,169.32,53
Judith Williams,32.10,6
Diana Knight,45.16,8
Lisa Hanson,61.52,14
Ashley Hughes,156.88,67
Amy Snyder,33.97,11
Denise Parker,319.43,138
Julia Phillips,49.23,15
Janet Schmidt,35.35,8
Robin Price,379.97,115
Donna Harper,989.47,52
Wanda Green,64.15,21
Marie Johnston,274.04,108
Marie Williamson,21750.14,170
Ruby Fox,46.78,13
Barbara Harrison,121.28,47
Nicole Perkins,263.08,88
Amy Snyder,96.07,29
Mildred White,2730.39,37
Barbara Johnston,198.93,59
Shirley Jacobs,300.91,100
Helen Palmer,133.71,41
Louise Willis,95.91,29
Linda Reynolds,209.56,67
Cheryl Moreno,90.29,33
Sandra Fox,250.27,81
Susan Freeman,20.93,3
Norma Reid,355.72,109
Julia Mendoza,227.36,72
Christine Turner,618.30,189
Carol Payne,54.97,18
Susan Freeman,134.30,41
Carol Clark,106.14,21
Susan West,77.58,15
Debra Perez,5623.85,118
Gloria Alexander,12.00,5
Rebecca Dixon,120.84,42
Michelle Freeman,364.07,115
Diane Ramos,413.26,99
Barbara Perkins,28.92,5
Ann Taylor,95.05,32
Anna Pierce,249.99,78
Dorothy Moreno,14.16,3
Robin Price,63.27,21
Lori Hunter,164.68,59
Evelyn Watkins,184.64,60
Robin Price,26.55,3
Mildred Vasquez,94.32,34
Anna Pierce,69.98,23
Kathleen Dunn,552.38,7
Rebecca Dixon,503.01,188
Margaret Larson,119.85,86
Brenda Gibson,60.77,16
Jessica Wagner,285.41,105
Marie Peters,27.07,7
Doris Kim,385.92,44
Gloria Hart,35.21,16
Rebecca Griffin,356.49,117
Julia Mendoza,203.96,72
Wanda Green,78.99,27
Jennifer Wright,19.32,4
Marie Johnston,430.02,129
Jennifer Mills,625.08,217
Nicole Coleman,39.50,8
Rose Morrison,66.23,28
Rachel Garcia,101.16,21
Michelle Snyder,37.97,12
Phyllis Ryan,52.97,18
Lillian Griffin,14.55,4
Ruby Lawson,93.46,35
Bonnie Clark,46.39,14
Diana George,149.17,49
Michelle Snyder,10.08,1
Shirley Richards,159.74,73
Lori Hunter,2652.45,107
Doris Kim,272.94,88
Diane Mccoy,195.74,83
Rebecca Griffin,197.51,70
Jennifer Wright,288.75,60
Paula Elliott,130.35,46
Amanda Richardson,18.62,3
Robin Myers,29.27,4
Gloria Burke,22.26,3
Kathy Day,12.71,5
Susan Garcia,28.76,5
Frances Wagner,81.72,24
Shirley Reed,254.26,93
Mildred James,54.34,13
Judy Gonzalez,243.42,76
Barbara Wagner,52.55,15
Rose Fowler,70.78,12
Sharon Murray,125.86,42
Marilyn Wallace,123.73,40
Kathleen Dunn,208.21,77
Linda Mendoza,43.80,13
Debra Perez,33.99,11
Nancy Mason,43.14,9
Joan Allen,113.29,43
Rebecca Hudson,364.13,116
Ann Jacobs,135.88,70
Margaret Ross,51.90,15
Anna Stevens,270.42,64
Mildred White,90.15,25
Sharon Cook,17.14,4
Tammy Butler,64.52,30
Virginia Lee,161.93,61
Diane Ramos,42.16,14
Marie Williamson,91.07,31
Nicole Perkins,232.44,89
Kathy Dunn,360.34,72
Mildred White,310.75,80
Dorothy Mills,21400.59,154
Emily Alexander,16.97,5
Amy Snyder,17.13,4
Lisa Anderson,43.57,13
Donna Dixon,68.72,19
Lisa Anderson,266.59,116
Linda Mendoza,58.73,19
Sandra Butler,134.24,43
Joyce Stephens,58.41,15
Carol Clark,53.80,18
Ruby Fox,474.74,181
Alice Frazier,285.41,101
Marilyn Alvarez,253.79,79
Susan Garcia,354.02,88
Rachel Garcia,60.00,18
Marie Williamson,155.90,34
Nicole Coleman,96.34,37
Nicole Sanchez,314.64,123
Kelly Peterson,365.20,204
Janice West,504.39,194
Michelle Thompson,40.67,10
Amanda Anderson,15.28,1
Laura James,151.35,62
Christine Ruiz,127.14,42
Marie Peters,16.56,2
Tina Arnold,86.67,22
Susan Freeman,313.99,114
Jessica Wagner,92.35,57
Donna Bennett,54.97,16
Ann Smith,811.79,3
Jacqueline Sullivan,143.70,57
Christina Fields,60.10,18
Janice Hanson,35.84,8
